time,total_bandwidth_usage,cpu,bw,n_users,qos
2024-05-18 09:41:42.874000128,16.66,2000.0,25.0,4.0,4.165
2024-05-18 09:41:43.874000128,16.65,2000.0,25.0,4.0,4.1625
2024-05-18 09:41:44.874000128,17.57,2000.0,25.0,4.0,4.3925
2024-05-18 09:41:45.874000128,15.5,2000.0,25.0,4.0,3.875
2024-05-18 09:41:46.874000128,15.560979999999999,2000.0,25.0,4.0,3.8902449999999997
2024-05-18 09:41:47.874000128,16.14098,2000.0,25.0,4.0,4.035245
2024-05-18 09:41:48.874000128,14.83,2000.0,25.0,4.0,3.7075
2024-05-18 09:41:49.874000128,15.99,2000.0,25.0,4.0,3.9975
2024-05-18 09:41:50.874000128,15.95,2000.0,25.0,4.0,3.9875
2024-05-18 09:41:51.874000128,15.75,2000.0,25.0,4.0,3.9375
2024-05-18 09:41:52.874000128,16.39,2000.0,25.0,4.0,4.0975
2024-05-18 09:41:53.874000128,15.16,2000.0,25.0,4.0,3.79
2024-05-18 09:41:54.874000128,16.43,2000.0,25.0,4.0,4.1075
2024-05-18 09:41:55.874000128,16.2,2000.0,25.0,4.0,4.05
2024-05-18 09:41:56.874000128,15.78,2000.0,25.0,4.0,3.945
2024-05-18 09:41:57.874000128,14.26,2000.0,25.0,4.0,3.565
2024-05-18 09:41:58.874000128,15.0,2000.0,25.0,4.0,3.75
2024-05-18 09:41:59.874000128,16.15,2000.0,25.0,4.0,4.0375
2024-05-18 09:42:00.874000128,15.5,2000.0,30.0,4.0,3.875
2024-05-18 09:42:01.874000128,16.49,2000.0,30.0,4.0,4.1225
2024-05-18 09:42:02.874000128,15.53,2000.0,30.0,4.0,3.8825
2024-05-18 09:42:03.874000128,14.88,2000.0,30.0,4.0,3.72
2024-05-18 09:42:04.874000128,14.93,2000.0,30.0,4.0,3.7325
2024-05-18 09:42:05.874000128,14.19,2000.0,30.0,4.0,3.5475
2024-05-18 09:42:06.874000128,14.15,2000.0,30.0,4.0,3.5375
2024-05-18 09:42:07.874000128,14.81,2000.0,30.0,4.0,3.7025
2024-05-18 09:42:08.874000128,15.19,2000.0,30.0,4.0,3.7975
2024-05-18 09:42:09.874000128,14.87,2000.0,30.0,4.0,3.7175
2024-05-18 09:42:10.874000128,14.27,2000.0,30.0,4.0,3.5675
2024-05-18 09:42:11.874000128,16.13,2000.0,30.0,4.0,4.0325
2024-05-18 09:42:12.874000128,15.44,2000.0,30.0,4.0,3.86
2024-05-18 09:42:13.874000128,15.44,2000.0,30.0,4.0,3.86
2024-05-18 09:42:14.874000128,16.87,2000.0,30.0,4.0,4.2175
2024-05-18 09:42:15.874000128,16.87,2000.0,30.0,4.0,4.2175
2024-05-18 09:42:16.874000128,17.12,2000.0,30.0,4.0,4.28
2024-05-18 09:42:17.874000128,17.12,2000.0,30.0,4.0,4.28
2024-05-18 09:42:18.874000128,16.7,2000.0,30.0,4.0,4.175
2024-05-18 09:42:19.874000128,16.7,2000.0,30.0,4.0,4.175
2024-05-18 09:42:20.874000128,17.74,2000.0,30.0,4.0,4.435
2024-05-18 09:42:21.874000128,15.29,2000.0,30.0,4.0,3.8225
2024-05-18 09:42:22.874000128,14.77,2000.0,30.0,4.0,3.6925
2024-05-18 09:42:23.874000128,17.06,2000.0,30.0,4.0,4.265
2024-05-18 09:42:24.874000128,17.52,2000.0,30.0,4.0,4.38
2024-05-18 09:42:25.874000128,17.73,2000.0,30.0,4.0,4.4325
2024-05-18 09:42:26.874000128,17.84,2000.0,30.0,4.0,4.46
2024-05-18 09:42:27.874000128,17.97,2000.0,30.0,4.0,4.4925
2024-05-18 09:42:28.874000128,17.41,2000.0,30.0,4.0,4.3525
2024-05-18 09:42:29.874000128,17.37,2000.0,30.0,4.0,4.3425
2024-05-18 09:42:30.874000128,17.47,2000.0,30.0,4.0,4.3675
2024-05-18 09:42:31.874000128,17.33,2000.0,30.0,4.0,4.3325
2024-05-18 09:42:32.874000128,18.04,2000.0,30.0,4.0,4.51
2024-05-18 09:42:33.874000128,18.07098,2000.0,30.0,4.0,4.517745
2024-05-18 09:42:34.874000128,17.76098,2000.0,30.0,4.0,4.440245
2024-05-18 09:42:35.874000128,17.63,2000.0,30.0,4.0,4.4075
2024-05-18 09:42:36.874000128,17.9,2000.0,30.0,4.0,4.475
2024-05-18 09:42:37.874000128,17.8,2000.0,30.0,4.0,4.45
2024-05-18 09:42:38.874000128,17.32,2000.0,30.0,4.0,4.33
2024-05-18 09:42:39.874000128,17.24,2000.0,30.0,4.0,4.31
2024-05-18 09:42:40.874000128,17.41,2000.0,30.0,4.0,4.3525
2024-05-18 09:42:41.874000128,17.53,2000.0,30.0,4.0,4.3825
2024-05-18 09:42:42.874000128,17.68,2000.0,30.0,4.0,4.42
2024-05-18 09:42:43.874000128,17.6,2000.0,30.0,4.0,4.4
2024-05-18 09:42:44.874000128,15.46,2000.0,30.0,4.0,3.865
2024-05-18 09:42:45.874000128,15.61,2000.0,30.0,4.0,3.9025
2024-05-18 09:42:46.874000128,18.07,2000.0,30.0,4.0,4.5175
2024-05-18 09:42:47.874000128,17.95,2000.0,30.0,4.0,4.4875
2024-05-18 09:42:48.874000128,17.56,2000.0,30.0,4.0,4.39
2024-05-18 09:42:49.874000128,17.52,2000.0,30.0,4.0,4.38
2024-05-18 09:42:50.874000128,17.9,2000.0,30.0,4.0,4.475
2024-05-18 09:42:51.874000128,17.52,2000.0,30.0,4.0,4.38
2024-05-18 09:42:52.874000128,17.53,2000.0,30.0,4.0,4.3825
2024-05-18 09:42:53.874000128,18.02,2000.0,30.0,4.0,4.505
2024-05-18 09:42:54.874000128,18.22,2000.0,30.0,4.0,4.555
2024-05-18 09:42:55.874000128,17.91,2000.0,30.0,4.0,4.4775
2024-05-18 09:42:56.874000128,17.38,2000.0,30.0,4.0,4.345
2024-05-18 09:42:57.874000128,17.24,2000.0,30.0,4.0,4.31
2024-05-18 09:42:58.874000128,17.27,2000.0,30.0,4.0,4.3175
2024-05-18 09:42:59.874000128,17.41,2000.0,30.0,4.0,4.3525
2024-05-18 09:43:00.874000128,17.43,2000.0,30.0,4.0,4.3575
2024-05-18 09:43:01.874000128,17.44,2000.0,30.0,4.0,4.36
2024-05-18 09:43:02.874000128,17.61,2000.0,30.0,4.0,4.4025
2024-05-18 09:43:03.874000128,17.62,2000.0,30.0,4.0,4.405
2024-05-18 09:43:04.874000128,15.24,2000.0,30.0,4.0,3.81
2024-05-18 09:43:05.874000128,15.48,2000.0,30.0,4.0,3.87
2024-05-18 09:43:06.874000128,17.98,2000.0,30.0,4.0,4.495
2024-05-18 09:43:07.874000128,17.75,2000.0,30.0,4.0,4.4375
2024-05-18 09:43:08.874000128,17.22,2000.0,30.0,4.0,4.305
2024-05-18 09:43:09.874000128,17.16,2000.0,30.0,4.0,4.29
2024-05-18 09:43:10.874000128,17.29,2000.0,35.0,4.0,4.3225
2024-05-18 09:43:11.874000128,17.5,2000.0,35.0,4.0,4.375
2024-05-18 09:43:12.874000128,18.06,2000.0,35.0,4.0,4.515
2024-05-18 09:43:13.874000128,17.86,2000.0,35.0,4.0,4.465
2024-05-18 09:43:14.874000128,17.6,2000.0,35.0,4.0,4.4
2024-05-18 09:43:15.874000128,17.78,2000.0,35.0,4.0,4.445
2024-05-18 09:43:16.874000128,17.49,2000.0,35.0,4.0,4.3725
2024-05-18 09:43:17.874000128,17.91,2000.0,35.0,4.0,4.4775
2024-05-18 09:43:18.874000128,18.21098,2000.0,35.0,4.0,4.552745
2024-05-18 09:43:19.874000128,18.09098,2000.0,35.0,4.0,4.522745
2024-05-18 09:43:20.874000128,18.3,2000.0,35.0,4.0,4.575
2024-05-18 09:43:21.874000128,18.41,2000.0,35.0,4.0,4.6025
2024-05-18 09:43:22.874000128,18.12,2000.0,35.0,4.0,4.53
2024-05-18 09:43:23.874000128,17.71,2000.0,35.0,4.0,4.4275
2024-05-18 09:43:24.874000128,17.6,2000.0,35.0,4.0,4.4
2024-05-18 09:43:25.874000128,17.66,2000.0,35.0,4.0,4.415
2024-05-18 09:43:26.874000128,18.04,2000.0,35.0,4.0,4.51
2024-05-18 09:43:27.874000128,18.03,2000.0,35.0,4.0,4.5075
2024-05-18 09:43:28.874000128,17.87,2000.0,35.0,4.0,4.4675
2024-05-18 09:43:29.874000128,18.02,2000.0,35.0,4.0,4.505
2024-05-18 09:43:30.874000128,18.06,2000.0,35.0,4.0,4.515
2024-05-18 09:43:31.874000128,18.09,2000.0,35.0,4.0,4.5225
2024-05-18 09:43:32.874000128,18.09,2000.0,35.0,4.0,4.5225
2024-05-18 09:43:33.874000128,17.91,2000.0,35.0,4.0,4.4775
2024-05-18 09:43:34.874000128,17.63,2000.0,35.0,4.0,4.4075
2024-05-18 09:43:35.874000128,17.18,2000.0,35.0,4.0,4.295
2024-05-18 09:43:36.874000128,17.5,2000.0,35.0,4.0,4.375
2024-05-18 09:43:37.874000128,17.8,2000.0,35.0,4.0,4.45
2024-05-18 09:43:38.874000128,17.41,2000.0,35.0,4.0,4.3525
2024-05-18 09:43:39.874000128,16.78,2000.0,35.0,4.0,4.195
2024-05-18 09:43:40.874000128,16.88,2000.0,35.0,4.0,4.22
2024-05-18 09:43:41.874000128,17.41,2000.0,35.0,4.0,4.3525
2024-05-18 09:43:42.874000128,17.34,2000.0,35.0,4.0,4.335
2024-05-18 09:43:43.874000128,16.87,2000.0,35.0,4.0,4.2175
2024-05-18 09:43:44.874000128,17.14,2000.0,35.0,4.0,4.285
2024-05-18 09:43:45.874000128,17.93,2000.0,35.0,4.0,4.4825
2024-05-18 09:43:46.874000128,17.5,2000.0,35.0,4.0,4.375
2024-05-18 09:43:47.874000128,17.37,2000.0,35.0,4.0,4.3425
2024-05-18 09:43:48.874000128,17.8,2000.0,35.0,4.0,4.45
2024-05-18 09:43:49.874000128,17.87,2000.0,35.0,4.0,4.4675
2024-05-18 09:43:50.874000128,17.45,2000.0,35.0,4.0,4.3625
2024-05-18 09:43:51.874000128,17.1,2000.0,35.0,4.0,4.275
2024-05-18 09:43:52.874000128,17.32,2000.0,35.0,4.0,4.33
2024-05-18 09:43:53.874000128,17.23,2000.0,35.0,4.0,4.3075
2024-05-18 09:43:54.874000128,17.25,2000.0,35.0,4.0,4.3125
2024-05-18 09:43:55.874000128,17.7,2000.0,35.0,4.0,4.425
2024-05-18 09:43:56.874000128,17.75,2000.0,35.0,4.0,4.4375
2024-05-18 09:43:57.874000128,17.77,2000.0,35.0,4.0,4.4425
2024-05-18 09:43:58.874000128,17.55,2000.0,35.0,4.0,4.3875
2024-05-18 09:43:59.874000128,17.38,2000.0,35.0,4.0,4.345
2024-05-18 09:44:00.874000128,17.44,2000.0,35.0,4.0,4.36
2024-05-18 09:44:01.874000128,17.68,2000.0,35.0,4.0,4.42
2024-05-18 09:44:02.874000128,17.69,2000.0,35.0,4.0,4.4225
2024-05-18 09:44:03.874000128,17.430979999999998,2000.0,35.0,4.0,4.3577449999999995
2024-05-18 09:44:04.874000128,17.15098,2000.0,35.0,4.0,4.287745
2024-05-18 09:44:05.874000128,17.03,2000.0,35.0,4.0,4.2575
2024-05-18 09:44:06.874000128,17.14,2000.0,35.0,4.0,4.285
2024-05-18 09:44:07.874000128,17.52,2000.0,35.0,4.0,4.38
2024-05-18 09:44:08.874000128,17.7,2000.0,35.0,4.0,4.425
2024-05-18 09:44:09.874000128,17.49,2000.0,35.0,4.0,4.3725
2024-05-18 09:44:10.874000128,17.38,2000.0,35.0,4.0,4.345
2024-05-18 09:44:11.874000128,17.48,2000.0,35.0,4.0,4.37
2024-05-18 09:44:12.874000128,17.41,2000.0,35.0,4.0,4.3525
2024-05-18 09:44:13.874000128,17.07,2000.0,35.0,4.0,4.2675
2024-05-18 09:44:14.874000128,17.01,2000.0,35.0,4.0,4.2525
2024-05-18 09:44:15.874000128,17.43,2000.0,35.0,4.0,4.3575
2024-05-18 09:44:16.874000128,17.53,2000.0,40.0,4.0,4.3825
2024-05-18 09:44:17.874000128,17.49,2000.0,40.0,4.0,4.3725
2024-05-18 09:44:18.874000128,17.18,2000.0,40.0,4.0,4.295
2024-05-18 09:44:19.874000128,17.23,2000.0,40.0,4.0,4.3075
2024-05-18 09:44:20.874000128,15.82,2000.0,40.0,4.0,3.955
2024-05-18 09:44:21.874000128,15.82,2000.0,40.0,4.0,3.955
2024-05-18 09:44:22.874000128,17.36,2000.0,40.0,4.0,4.34
2024-05-18 09:44:23.874000128,17.36,2000.0,40.0,4.0,4.34
2024-05-18 09:44:24.874000128,17.8,2000.0,40.0,4.0,4.45
2024-05-18 09:44:25.874000128,17.8,2000.0,40.0,4.0,4.45
2024-05-18 09:44:26.874000128,17.83,2000.0,40.0,4.0,4.4575
2024-05-18 09:44:27.874000128,17.83,2000.0,40.0,4.0,4.4575
2024-05-18 09:44:28.874000128,17.81,2000.0,40.0,4.0,4.4525
2024-05-18 09:44:29.874000128,15.41,2000.0,40.0,4.0,3.8525
2024-05-18 09:44:30.874000128,14.98,2000.0,40.0,4.0,3.745
2024-05-18 09:44:31.874000128,17.79,2000.0,40.0,4.0,4.4475
2024-05-18 09:44:32.874000128,17.87,2000.0,40.0,4.0,4.4675
2024-05-18 09:44:33.874000128,17.33,2000.0,40.0,4.0,4.3325
2024-05-18 09:44:34.874000128,17.11,2000.0,40.0,4.0,4.2775
2024-05-18 09:44:35.874000128,17.04,2000.0,40.0,4.0,4.26
2024-05-18 09:44:36.874000128,17.09,2000.0,40.0,4.0,4.2725
2024-05-18 09:44:37.874000128,17.22,2000.0,40.0,4.0,4.305
2024-05-18 09:44:38.874000128,17.66,2000.0,40.0,4.0,4.415
2024-05-18 09:44:39.874000128,17.69,2000.0,40.0,4.0,4.4225
2024-05-18 09:44:40.874000128,17.84,2000.0,40.0,4.0,4.46
2024-05-18 09:44:41.874000128,18.0,2000.0,40.0,4.0,4.5
2024-05-18 09:44:42.874000128,18.24,2000.0,40.0,4.0,4.56
2024-05-18 09:44:43.874000128,17.51,2000.0,40.0,4.0,4.3775
2024-05-18 09:44:44.874000128,17.2,2000.0,40.0,4.0,4.3
2024-05-18 09:44:45.874000128,17.17,2000.0,40.0,4.0,4.2925
2024-05-18 09:44:46.874000128,17.17,2000.0,40.0,4.0,4.2925
2024-05-18 09:44:47.874000128,17.02,2000.0,40.0,4.0,4.255
2024-05-18 09:44:48.874000128,17.2,2000.0,40.0,4.0,4.3
2024-05-18 09:44:49.874000128,17.28098,2000.0,40.0,4.0,4.320245
2024-05-18 09:44:50.874000128,17.00098,2000.0,40.0,4.0,4.250245
2024-05-18 09:44:51.874000128,17.24,2000.0,40.0,4.0,4.31
2024-05-18 09:44:52.874000128,15.03,2000.0,40.0,4.0,3.7575
2024-05-18 09:44:53.874000128,15.27,2000.0,40.0,4.0,3.8175
2024-05-18 09:44:54.874000128,17.3,2000.0,40.0,4.0,4.325
2024-05-18 09:44:55.874000128,17.22,2000.0,40.0,4.0,4.305
2024-05-18 09:44:56.874000128,17.53,2000.0,40.0,4.0,4.3825
2024-05-18 09:44:57.874000128,17.77,2000.0,40.0,4.0,4.4425
2024-05-18 09:44:58.874000128,17.51,2000.0,40.0,4.0,4.3775
2024-05-18 09:44:59.874000128,17.02,2000.0,40.0,4.0,4.255
2024-05-18 09:45:00.874000128,16.96,2000.0,40.0,4.0,4.24
2024-05-18 09:45:01.874000128,17.32,2000.0,40.0,4.0,4.33
2024-05-18 09:45:02.874000128,17.22,2000.0,40.0,4.0,4.305
2024-05-18 09:45:03.874000128,17.25,2000.0,40.0,4.0,4.3125
2024-05-18 09:45:04.874000128,17.05,2000.0,40.0,4.0,4.2625
2024-05-18 09:45:05.874000128,17.29,2000.0,40.0,4.0,4.3225
2024-05-18 09:45:06.874000128,17.5,2000.0,40.0,4.0,4.375
2024-05-18 09:45:07.874000128,17.31,2000.0,40.0,4.0,4.3275
2024-05-18 09:45:08.874000128,17.03,2000.0,40.0,4.0,4.2575
2024-05-18 09:45:09.874000128,17.07,2000.0,40.0,4.0,4.2675
2024-05-18 09:45:10.874000128,16.61,2000.0,40.0,4.0,4.1525
2024-05-18 09:45:11.874000128,16.56,2000.0,40.0,4.0,4.14
2024-05-18 09:45:12.874000128,14.56,2000.0,40.0,4.0,3.64
2024-05-18 09:45:13.874000128,14.55,2000.0,40.0,4.0,3.6375
2024-05-18 09:45:14.874000128,16.88,2000.0,40.0,4.0,4.22
2024-05-18 09:45:15.874000128,16.76,2000.0,40.0,4.0,4.19
2024-05-18 09:45:16.874000128,16.14,2000.0,40.0,4.0,4.035
2024-05-18 09:45:17.874000128,16.22,2000.0,40.0,4.0,4.055
2024-05-18 09:45:18.874000128,16.41,2000.0,40.0,4.0,4.1025
2024-05-18 09:45:19.874000128,16.62,2000.0,40.0,4.0,4.155
2024-05-18 09:45:20.874000128,17.07,2000.0,40.0,4.0,4.2675
2024-05-18 09:45:21.874000128,17.17,2000.0,40.0,4.0,4.2925
2024-05-18 09:45:22.874000128,16.79,2000.0,40.0,4.0,4.1975
2024-05-18 09:45:23.874000128,16.73,2000.0,40.0,4.0,4.1825
2024-05-18 09:45:24.874000128,16.62,2000.0,40.0,4.0,4.155
2024-05-18 09:45:25.874000128,16.65,2500.0,5.0,4.0,4.1625
2024-05-18 09:45:26.874000128,16.98,2500.0,5.0,4.0,4.245
2024-05-18 09:45:27.874000128,18.06,2500.0,5.0,4.0,4.515
2024-05-18 09:45:28.874000128,20.23,2500.0,5.0,4.0,5.0575
2024-05-18 09:45:29.874000128,21.42,2500.0,5.0,4.0,5.355
2024-05-18 09:45:30.874000128,21.44,2500.0,5.0,4.0,5.36
2024-05-18 09:45:31.874000128,22.01,2500.0,5.0,4.0,5.5025
2024-05-18 09:45:32.874000128,22.48,2500.0,5.0,4.0,5.62
2024-05-18 09:45:33.874000128,22.38,2500.0,5.0,4.0,5.595
2024-05-18 09:45:34.874000128,21.71,2500.0,5.0,4.0,5.4275
2024-05-18 09:45:35.874000128,21.29098,2500.0,5.0,4.0,5.322745
2024-05-18 09:45:36.874000128,21.42098,2500.0,5.0,4.0,5.355245
2024-05-18 09:45:37.874000128,24.00098,2500.0,5.0,4.0,6.000245
2024-05-18 09:45:38.874000128,13.301,2500.0,5.0,4.0,3.32525
2024-05-18 09:45:39.874000128,13.301,2500.0,5.0,4.0,3.32525
2024-05-18 09:45:40.874000128,3.6,2500.0,5.0,4.0,0.9
2024-05-18 09:45:41.874000128,3.6,2500.0,5.0,4.0,0.9
2024-05-18 09:45:42.874000128,3.856,2500.0,5.0,4.0,0.964
2024-05-18 09:45:43.874000128,3.856,2500.0,5.0,4.0,0.964
2024-05-18 09:45:44.874000128,4.158,2500.0,5.0,4.0,1.0395
2024-05-18 09:45:45.874000128,3.806,2500.0,5.0,4.0,0.9515
2024-05-18 09:45:46.874000128,3.119,2500.0,5.0,4.0,0.77975
2024-05-18 09:45:47.874000128,3.633,2500.0,5.0,4.0,0.90825
2024-05-18 09:45:48.874000128,3.412,2500.0,5.0,4.0,0.853
2024-05-18 09:45:49.874000128,3.467,2500.0,5.0,4.0,0.86675
2024-05-18 09:45:50.874000128,3.427,2500.0,5.0,4.0,0.85675
2024-05-18 09:45:51.874000128,3.668,2500.0,5.0,4.0,0.917
2024-05-18 09:45:52.874000128,3.787,2500.0,5.0,4.0,0.94675
2024-05-18 09:45:53.874000128,4.427,2500.0,5.0,4.0,1.10675
2024-05-18 09:45:54.874000128,4.337,2500.0,5.0,4.0,1.08425
2024-05-18 09:45:55.874000128,3.662,2500.0,5.0,4.0,0.9155
2024-05-18 09:45:56.874000128,3.809,2500.0,5.0,4.0,0.95225
2024-05-18 09:45:57.874000128,4.053,2500.0,5.0,4.0,1.01325
2024-05-18 09:45:58.874000128,4.888,2500.0,5.0,4.0,1.222
2024-05-18 09:45:59.874000128,4.319,2500.0,5.0,4.0,1.07975
2024-05-18 09:46:00.874000128,4.109,2500.0,5.0,4.0,1.02725
2024-05-18 09:46:01.874000128,3.721,2500.0,5.0,4.0,0.93025
2024-05-18 09:46:02.874000128,3.461,2500.0,5.0,4.0,0.86525
2024-05-18 09:46:03.874000128,3.612,2500.0,5.0,4.0,0.903
2024-05-18 09:46:04.874000128,3.852,2500.0,5.0,4.0,0.963
2024-05-18 09:46:05.874000128,4.027,2500.0,5.0,4.0,1.00675
2024-05-18 09:46:06.874000128,3.937,2500.0,5.0,4.0,0.98425
2024-05-18 09:46:07.874000128,3.832,2500.0,5.0,4.0,0.958
2024-05-18 09:46:08.874000128,3.732,2500.0,5.0,4.0,0.933
2024-05-18 09:46:09.874000128,4.062,2500.0,5.0,4.0,1.0155
2024-05-18 09:46:10.874000128,3.842,2500.0,5.0,4.0,0.9605
2024-05-18 09:46:11.874000128,4.179,2500.0,5.0,4.0,1.04475
2024-05-18 09:46:12.874000128,3.984,2500.0,5.0,4.0,0.996
2024-05-18 09:46:13.874000128,4.039,2500.0,5.0,4.0,1.00975
2024-05-18 09:46:14.874000128,4.234,2500.0,5.0,4.0,1.0585
2024-05-18 09:46:15.874000128,4.066,2500.0,5.0,4.0,1.0165
2024-05-18 09:46:16.874000128,4.156,2500.0,5.0,4.0,1.039
2024-05-18 09:46:17.874000128,4.299,2500.0,5.0,4.0,1.07475
2024-05-18 09:46:18.874000128,4.05998,2500.0,5.0,4.0,1.014995
2024-05-18 09:46:19.874000128,4.03598,2500.0,5.0,4.0,1.008995
2024-05-18 09:46:20.874000128,4.035,2500.0,5.0,4.0,1.00875
2024-05-18 09:46:21.874000128,3.775,2500.0,5.0,4.0,0.94375
2024-05-18 09:46:22.874000128,3.567,2500.0,5.0,4.0,0.89175
2024-05-18 09:46:23.874000128,3.99298,2500.0,5.0,4.0,0.998245
2024-05-18 09:46:24.874000128,3.98198,2500.0,5.0,4.0,0.995495
2024-05-18 09:46:25.874000128,4.02798,2500.0,5.0,4.0,1.006995
2024-05-18 09:46:26.874000128,4.03798,2500.0,5.0,4.0,1.009495
2024-05-18 09:46:27.874000128,3.779,2500.0,5.0,4.0,0.94475
2024-05-18 09:46:28.874000128,3.938,2500.0,5.0,4.0,0.9845
2024-05-18 09:46:29.874000128,4.023,2500.0,5.0,4.0,1.00575
2024-05-18 09:46:30.874000128,4.283,2500.0,5.0,4.0,1.07075
2024-05-18 09:46:31.874000128,4.079,2500.0,5.0,4.0,1.01975
2024-05-18 09:46:32.874000128,4.129,2500.0,5.0,4.0,1.03225
2024-05-18 09:46:33.874000128,4.597,2500.0,5.0,4.0,1.14925
2024-05-18 09:46:34.874000128,4.318,2500.0,5.0,4.0,1.0795
2024-05-18 09:46:35.874000128,3.906,2500.0,5.0,4.0,0.9765
2024-05-18 09:46:36.874000128,3.823,2500.0,10.0,4.0,0.95575
2024-05-18 09:46:37.874000128,3.835,2500.0,10.0,4.0,0.95875
2024-05-18 09:46:38.874000128,4.017,2500.0,10.0,4.0,1.00425
2024-05-18 09:46:39.874000128,4.073,2500.0,10.0,4.0,1.01825
2024-05-18 09:46:40.874000128,4.074,2500.0,10.0,4.0,1.0185
2024-05-18 09:46:41.874000128,4.08,2500.0,10.0,4.0,1.02
2024-05-18 09:46:42.874000128,3.953,2500.0,10.0,4.0,0.98825
2024-05-18 09:46:43.874000128,3.806,2500.0,10.0,4.0,0.9515
2024-05-18 09:46:44.874000128,3.765,2500.0,10.0,4.0,0.94125
2024-05-18 09:46:45.874000128,4.14098,2500.0,10.0,4.0,1.035245
2024-05-18 09:46:46.874000128,6.31098,2500.0,10.0,4.0,1.577745
2024-05-18 09:46:47.874000128,7.16,2500.0,10.0,4.0,1.79
2024-05-18 09:46:48.874000128,7.62,2500.0,10.0,4.0,1.905
2024-05-18 09:46:49.874000128,8.14,2500.0,10.0,4.0,2.035
2024-05-18 09:46:50.874000128,8.56,2500.0,10.0,4.0,2.14
2024-05-18 09:46:51.874000128,7.97,2500.0,10.0,4.0,1.9925
2024-05-18 09:46:52.874000128,8.74,2500.0,10.0,4.0,2.185
2024-05-18 09:46:53.874000128,8.83,2500.0,10.0,4.0,2.2075
2024-05-18 09:46:54.874000128,7.56,2500.0,10.0,4.0,1.89
2024-05-18 09:46:55.874000128,7.67,2500.0,10.0,4.0,1.9175
2024-05-18 09:46:56.874000128,8.03,2500.0,10.0,4.0,2.0075
2024-05-18 09:46:57.874000128,8.05,2500.0,10.0,4.0,2.0125
2024-05-18 09:46:58.874000128,8.51,2500.0,10.0,4.0,2.1275
2024-05-18 09:46:59.874000128,8.4,2500.0,10.0,4.0,2.1
2024-05-18 09:47:00.874000128,8.24,2500.0,10.0,4.0,2.06
2024-05-18 09:47:01.874000128,8.44,2500.0,10.0,4.0,2.11
2024-05-18 09:47:02.874000128,7.7,2500.0,10.0,4.0,1.925
2024-05-18 09:47:03.874000128,7.61,2500.0,10.0,4.0,1.9025
2024-05-18 09:47:04.874000128,7.99,2500.0,10.0,4.0,1.9975
2024-05-18 09:47:05.874000128,7.98,2500.0,10.0,4.0,1.995
2024-05-18 09:47:06.874000128,8.24,2500.0,10.0,4.0,2.06
2024-05-18 09:47:07.874000128,8.52,2500.0,10.0,4.0,2.13
2024-05-18 09:47:08.874000128,8.64,2500.0,10.0,4.0,2.16
2024-05-18 09:47:09.874000128,7.86,2500.0,10.0,4.0,1.965
2024-05-18 09:47:10.874000128,8.26,2500.0,10.0,4.0,2.065
2024-05-18 09:47:11.874000128,8.87,2500.0,10.0,4.0,2.2175
2024-05-18 09:47:12.874000128,7.98,2500.0,10.0,4.0,1.995
2024-05-18 09:47:13.874000128,6.37,2500.0,10.0,4.0,1.5925
2024-05-18 09:47:14.874000128,6.38,2500.0,10.0,4.0,1.595
2024-05-18 09:47:15.874000128,7.53,2500.0,10.0,4.0,1.8825
2024-05-18 09:47:16.874000128,8.46,2500.0,10.0,4.0,2.115
2024-05-18 09:47:17.874000128,8.86,2500.0,10.0,4.0,2.215
2024-05-18 09:47:18.874000128,8.86,2500.0,10.0,4.0,2.215
2024-05-18 09:47:19.874000128,8.44,2500.0,10.0,4.0,2.11
2024-05-18 09:47:20.874000128,6.46,2500.0,10.0,4.0,1.615
2024-05-18 09:47:21.874000128,6.5,2500.0,10.0,4.0,1.625
2024-05-18 09:47:22.874000128,7.63,2500.0,10.0,4.0,1.9075
2024-05-18 09:47:23.874000128,7.5,2500.0,10.0,4.0,1.875
2024-05-18 09:47:24.874000128,7.42,2500.0,10.0,4.0,1.855
2024-05-18 09:47:25.874000128,8.85,2500.0,10.0,4.0,2.2125
2024-05-18 09:47:26.874000128,8.97,2500.0,10.0,4.0,2.2425
2024-05-18 09:47:27.874000128,7.82,2500.0,10.0,4.0,1.955
2024-05-18 09:47:28.874000128,7.500979999999999,2500.0,10.0,4.0,1.8752449999999998
2024-05-18 09:47:29.874000128,8.42098,2500.0,10.0,4.0,2.105245
2024-05-18 09:47:30.874000128,8.76,2500.0,10.0,4.0,2.19
2024-05-18 09:47:31.874000128,8.35,2500.0,10.0,4.0,2.0875
2024-05-18 09:47:32.874000128,8.34098,2500.0,10.0,4.0,2.085245
2024-05-18 09:47:33.874000128,7.840979999999999,2500.0,10.0,4.0,1.9602449999999998
2024-05-18 09:47:34.874000128,7.32098,2500.0,10.0,4.0,1.830245
2024-05-18 09:47:35.874000128,8.52,2500.0,10.0,4.0,2.13
2024-05-18 09:47:36.874000128,8.74,2500.0,10.0,4.0,2.185
2024-05-18 09:47:37.874000128,8.470979999999999,2500.0,10.0,4.0,2.1177449999999998
2024-05-18 09:47:38.874000128,8.13098,2500.0,10.0,4.0,2.032745
2024-05-18 09:47:39.874000128,7.745,2500.0,10.0,4.0,1.93625
2024-05-18 09:47:40.874000128,7.755,2500.0,10.0,4.0,1.93875
2024-05-18 09:47:41.874000128,8.643,2500.0,10.0,4.0,2.16075
